 ,Individual_Match No,Player,Team,Opp_Team,RH/LH,Match_Type,Ground,Role,Runs,Wickets,Dream11_ Points,Dismissal
37,M10,Jadeja,CSK,RR,LH,Defending,Dubai,ALL,35,0,43,NO
37,M10,Josh Hazlewood,CSK,RR,RH,Defending,Dubai,BALL,,1,33,
37,M10,Deepak Chahar,CSK,RR,RH,Defending,Dubai,BALL,,2,66,
37,M10,Jadhav,CSK,RR,RH,Defending,Dubai,BALL,4,,8,NO
37,M10,S Thakur,CSK,RR,RH,Defending,Dubai,BALL,,0,4,
37,M10,Piyush Chawla,CSK,RR,LH,Defending,Dubai,BALL,,0,0,
37,M10,Jos Butler,RR,CSK,RH,Defending,Dubai,WK,70,,109,NO
37,M10,Steve Smith,RR,CSK,RH,Defending,Dubai,BAT,26,,32,NO
37,M10,Sanju Samson,RR,CSK,RH,Defending,Dubai,WK,0,,16,CAUGHT
37,M10,Robin Uthappa,RR,CSK,RH,Defending,Dubai,BAT,4,,8,CAUGHT
37,M10,Rahul Tewatia,RR,CSK,LH,Defending,Dubai,ALL,,1,41,
37,M10,Riyag Parag,RR,CSK,RH,Defending,Dubai,ALL,,,4,
37,M10,Ben Stokes,RR,CSK,LH,Defending,Dubai,ALL,19,0,24,BOLD
37,M10,Jofra Archer,RR,CSK,RH,Defending,Dubai,BALL,,1,37,
37,M10,Shreyas Gopal,RR,CSK,RH,Defending,Dubai,BALL,,1,35,
37,M10,K Tyagi,RR,CSK,RH,Defending,Dubai,BALL,,1,29,
37,M10,Ankit Rajpoot,RR,CSK,LH,Defending,Dubai,BALL,,0,4,
38,M10,P.Shaw,DC,KXIP,RH,Defending,Dubai,BAT,7,,10,CAUGHT
38,M10,Shikhar Dhawan,DC,KXIP,LH,Defending,Dubai,BAT,106,,144,NO
38,M10,Hetmeyer,DC,KXIP,RH,Defending,Dubai,BAT,10,,16,BOLD
38,M10,Shreyas Iyer,DC,KXIP,RH,Defending,Dubai,BAT,14,,20,CAUGHT
38,M10,Rishabh Pant,DC,KXIP,LH,Defending,Dubai,WK,14,,39,CAUGHT
38,M10,Marcus Stoinis,DC,KXIP,RH,Defending,Dubai,ALL,9,0,13,CAUGHT
38,M10,Ashwin,DC,KXIP,RH,Defending,Dubai,BALL,,1,35,
38,M10,Axar Patel,DC,KXIP,LH,Defending,Dubai,ALL,,1,29,
38,M10,Rabada,DC,KXIP,RH,Defending,Dubai,BALL,,2,54,
38,M10,Daniel Sams,DC,KXIP,LH,Defending,Dubai,BALL,,0,12,
38,M10,T Deshpande,DC,KXIP,RH,Defending,Dubai,BALL,,0,-2,
38,M10,KL Rahul,KXIP,DC,RH,Chasing,Dubai,WK,15,,30,CAUGHT
38,M10,Mayank Agarwal,KXIP,DC,RH,Chasing,Dubai,BAT,5,,25,RUNOUT
38,M10,Chris Gayle,KXIP,DC,LH,Chasing,Dubai,BAT,29,,40,BOLD
38,M10,Nicolas Pooran,KXIP,DC,LH,Chasing,Dubai,WK,53,,77,CAUGHT
38,M10,Glenn Maxwell,KXIP,DC,RH,Chasing,Dubai,ALL,32,1,72,CAUGHT
38,M10,Deepak Hooda,KXIP,DC,RH,Chasing,Dubai,BAT,15,,18,NO
38,M10,James Neesham,KXIP,DC,LH,Chasing,Dubai,ALL,10,1,41,NO
38,M10,Murugan Ashwin,KXIP,DC,RH,Chasing,Dubai,BALL,,1,29,
38,M10,Ravi Bishnoi,KXIP,DC,RH,Chasing,Dubai,BALL,,0,4,
38,M10,Mohammed Shami,KXIP,DC,RH,Chasing,Dubai,BALL,,2,54,
38,M10,Arshdeep Singh,KXIP,DC,LH,Chasing,Dubai,BALL,,0,2,
39,M10,Rahul Tripathi,KKR,RCB,RH,Defending,Sheikh Zayed,BAT,1,,5,CAUGHT
39,M10,Shubman Gill,KKR,RCB,RH,Defending,Sheikh Zayed,BAT,1,,5,CAUGHT
39,M10,Nitish Rana,KKR,RCB,LH,Defending,Sheikh Zayed,BAT,0,,2,BOLD
39,M10,Dinesh Karthik,KKR,RCB,RH,Defending,Sheikh Zayed,WK,4,,10,LBW
39,M10,Eoin Morgan,KKR,RCB,LH,Defending,Sheikh Zayed,BAT,30,,39,CAUGHT
39,M10,Tom Banton,KKR,RCB,RH,Defending,Sheikh Zayed,ALL,10,,17,CAUGHT
39,M10,Pat Cummins,KKR,RCB,RH,Defending,Sheikh Zayed,BALL,4,,22,CAUGHT
39,M10,Varun Chakravarthy,KKR,RCB,RH,Defending,Sheikh Zayed,BALL,,,4,
39,M10,Kuldeep Yadav,KKR,RCB,RH,Defending,Sheikh Zayed,BALL,12,,17,RUNOUT
39,M10,Prasidh Krishna,KKR,RCB,RH,Defending,Sheikh Zayed,BALL,,,4,
39,M10,Lockie Ferguson,KKR,RCB,RH,Defending,Sheikh Zayed,BALL,19,1,53,NO
39,M10,Devdutt Padikkal,RCB,KKR,LH,Chasing,Sheikh Zayed,BAT,25,,40,RUNOUT
39,M10,Aaron Finch,RCB,KKR,RH,Chasing,Sheikh Zayed,BAT,16,,22,CAUGHT
39,M10,Virat Kohli,RCB,KKR,RH,Chasing,Sheikh Zayed,BAT,18,,24,NO
39,M10,AB de Villiers,RCB,KKR,RH,Chasing,Sheikh Zayed,WK,,,20,
39,M10,Gurkeerat Singh,RCB,KKR,LH,Chasing,Sheikh Zayed,ALL,26,,43,NO
39,M10,W Sundar,RCB,KKR,LH,Chasing,Sheikh Zayed,ALL,,1,43,
39,M10,Chris Morris,RCB,KKR,RH,Chasing,Sheikh Zayed,ALL,,0,30,
39,M10,Mohammed Siraj,RCB,KKR,RH,Chasing,Sheikh Zayed,BAT,,3,101,
39,M10,Navdeep Saini,RCB,KKR,RH,Chasing,Sheikh Zayed,BALL,,1,29,
39,M10,Isuru Udana,RCB,KKR,LH,Chasing,Sheikh Zayed,BALL,,0,4,
39,M10,Y Chahal,RCB,KKR,RH,Chasing,Sheikh Zayed,BALL,,2,60,
40,M11,Robin Uthappa,RR,SRH,RH,Defending,Dubai,BAT,19,,27,RUNOUT
40,M11,Ben Stokes,RR,SRH,LH,Defending,Dubai,ALL,30,0,38,BOLD
40,M11,Sanju Samson,RR,SRH,RH,Defending,Dubai,WK,36,,45,BOLD
40,M11,Jos Butler,RR,SRH,RH,Defending,Dubai,WK,9,,13,CAUGHT
40,M11,Steve Smith,RR,SRH,RH,Defending,Dubai,BAT,19,,25,CAUGHT
40,M11,Riyag Parag,RR,SRH,RH,Defending,Dubai,ALL,20,,28,CAUGHT
40,M11,Rahul Tewatia,RR,SRH,LH,Defending,Dubai,ALL,2,0,6,NO
40,M11,Jofra Archer,RR,SRH,RH,Defending,Dubai,BALL,16,2,75,NO
40,M11,Shreyas Gopal,RR,SRH,RH,Defending,Dubai,BALL,,0,4,
40,M11,Ankit Rajpoot,RR,SRH,RH,Defending,Dubai,BALL,,0,4,
40,M11,K Tyagi,RR,SRH,RH,Defending,Dubai,BALL,,0,-2,
40,M11,Warner,SRH,RR,LH,Chasing,Dubai,BAT,4,,17,CAUGHT
40,M11,Bairstow,SRH,RR,RH,Chasing,Dubai,WK,10,,17,BOLD
40,M11,Manish Pandey,SRH,RR,RH,Chasing,Dubai,BAT,83,,123,NO
40,M11,Jason Holder,SRH,RR,RH,Chasing,Dubai,ALL,,3,91,
40,M11,Vijay Shankar,SRH,RR,RH,Chasing,Dubai,ALL,52,1,97,NO
40,M11,Abdul Samad,SRH,RR,LH,Chasing,Dubai,ALL,,,4,
40,M11,Priyam Garg,SRH,RR,RH,Chasing,Dubai,BAT,,,4,
40,M11,Rashid Khan,SRH,RR,RH,Chasing,Dubai,BALL,,1,31,
40,M11,Shahbaz Nadeem,SRH,RR,LH,Chasing,Dubai,BALL,,0,12,
40,M11,Natarajan,SRH,RR,LH,Chasing,Dubai,BALL,,0,-2,
40,M11,Sandeep Sharma,SRH,RR,LH,Chasing,Dubai,BALL,,0,4,
41,M11,Rituraj Gaikwad,CSK,MI,RH,Defending,Sharjah,BAT,0,,2,LBW
41,M11,Du Plesis,CSK,MI,RH,Defending,Sharjah,BAT,1,,5,CAUGHT
41,M11,Rayudu,CSK,MI,RH,Defending,Sharjah,BAT,2,,6,CAUGHT
41,M11,MS Dhoni,CSK,MI,RH,Defending,Sharjah,WK,16,,24,CAUGHT
41,M11,Sam Curran,CSK,MI,LH,Defending,Sharjah,ALL,52,0,72,BOLD
41,M11,Jadeja,CSK,MI,LH,Defending,Sharjah,ALL,7,0,12,CAUGHT
41,M11,Josh Hazlewood,CSK,MI,RH,Defending,Sharjah,BALL,,0,4,NO
41,M11,Deepak Chahar,CSK,MI,RH,Defending,Sharjah,BALL,0,0,4,STUMPING
41,M11,Imran Tahir,CSK,MI,RH,Defending,Sharjah,BALL,13,0,19,NO
41,M11,S Thakur,CSK,MI,RH,Defending,Sharjah,BALL,11,0,9,CAUGHT
41,M11,Jagadeesan,CSK,MI,LH,Defending,Sharjah,BAT,0,,2,CAUGHT
41,M10,De Kock,MI,CSK,LH,Chasing,Sharjah,WK,46,,95,NO
41,M10,S.Yadav,MI,CSK,RH,Chasing,Sharjah,BAT,,,20,
41,M10,Ishan Kishan,MI,CSK,LH,Chasing,Sharjah,WK,68,,96,NO
41,M10,Krunal Pandya,MI,CSK,LH,Chasing,Sharjah,ALL,,0,14,
41,M10,Hardik Pandya,MI,CSK,RH,Chasing,Sharjah,ALL,,,4,
41,M10,Kieron Pollard,MI,CSK,RH,Chasing,Sharjah,ALL,,0,4,
41,M10,Coulter Nile,MI,CSK,RH,Chasing,Sharjah,BALL,,1,29,
41,M10,Rahul Chahar,MI,CSK,RH,Chasing,Sharjah,BALL,,2,56,
41,M10,Boult,MI,CSK,LH,Chasing,Sharjah,BALL,,4,124,
41,M10,Bumrah,MI,CSK,RH,Chasing,Sharjah,BALL,,2,54,
41,M10,Saurabh Tiwary,MI,CSK,LH,Chasing,Sharjah,BAT,,,4,
42,M11,Rahul Tripathi,KKR,DC,RH,Defending,Sheikh Zayed,BAT,13,,42,BOLD
42,M11,Shubman Gill,KKR,DC,RH,Defending,Sheikh Zayed,BAT,9,,23,CAUGHT
42,M11,Nitish Rana,KKR,DC,LH,Defending,Sheikh Zayed,BAT,81,,108,CAUGHT
42,M11,Dinesh Karthik,KKR,DC,RH,Defending,Sheikh Zayed,WK,3,,7,CAUGHT
42,M11,Eoin Morgan,KKR,DC,LH,Defending,Sheikh Zayed,BAT,17,,33,CAUGHT
42,M11,Sunil Narine,KKR,DC,RH,Defending,Sheikh Zayed,ALL,64,,88,CAUGHT
42,M11,Pat Cummins,KKR,DC,RH,Defending,Sheikh Zayed,BALL,0,3,83,NO
42,M11,Varun Chakravarthy,KKR,DC,RH,Defending,Sheikh Zayed,BALL,,5,147,
42,M11,Kamlesh Nagarkoti,KKR,DC,RH,Defending,Sheikh Zayed,BALL,,0,14,
42,M11,Prasidh Krishna,KKR,DC,RH,Defending,Sheikh Zayed,BALL,,0,2,
42,M11,Lockie Ferguson,KKR,DC,RH,Defending,Sheikh Zayed,BALL,,1,29,
42,M11,A Rahane,DC,KKR,RH,Defending,Dubai,BAT,0,,10,LBW
42,M11,Shikhar Dhawan,DC,KKR,LH,Defending,Dubai,BAT,6,,11,BOLD
42,M11,Hetmeyer,DC,KKR,RH,Defending,Dubai,BAT,10,,16,CAUGHT
42,M11,Shreyas Iyer,DC,KKR,RH,Defending,Dubai,BAT,47,,56,CAUGHT
42,M11,Rishabh Pant,DC,KKR,LH,Defending,Dubai,WK,27,,43,CAUGHT
42,M11,Marcus Stoinis,DC,KKR,RH,Defending,Dubai,ALL,6,2,56,CAUGHT
42,M11,Ashwin,DC,KKR,RH,Defending,Dubai,BALL,14,0,14,NO
42,M11,Axar Patel,DC,KKR,LH,Defending,Dubai,ALL,9,0,23,BOLD
42,M11,Rabada,DC,KKR,RH,Defending,Dubai,BALL,9,2,72,CAUGHT
42,M11,Nortje,DC,KKR,LH,Defending,Dubai,BALL,0,2,54,NO
42,M11,T Deshpande,DC,KKR,RH,Defending,Dubai,BALL,1,0,11,CAUGHT
43,M11,KL Rahul,KXIP,SRH,RH,Chasing,Dubai,WK,27,,51,BOLD
43,M11,Mandeep Singh,KXIP,SRH,RH,Chasing,Dubai,BAT,17,,30,CAUGHT
43,M11,Chris Gayle,KXIP,SRH,LH,Chasing,Dubai,BAT,20,,28,CAUGHT
43,M11,Nicolas Pooran,KXIP,SRH,LH,Chasing,Dubai,WK,32,,46,NO
43,M11,Glenn Maxwell,KXIP,SRH,RH,Chasing,Dubai,ALL,12,,16,CAUGHT
43,M11,Deepak Hooda,KXIP,SRH,RH,Chasing,Dubai,BAT,0,,2,STUMPING
43,M11,Chris Jordan,KXIP,SRH,LH,Chasing,Dubai,ALL,7,3,106,CAUGHT
43,M11,Murugan Ashwin,KXIP,SRH,RH,Chasing,Dubai,BALL,4,1,41,RUNOUT
43,M11,Ravi Bishnoi,KXIP,SRH,RH,Chasing,Dubai,BALL,0,1,47,NO
43,M11,Mohammed Shami,KXIP,SRH,RH,Chasing,Dubai,BALL,,1,29,
43,M11,Arshdeep Singh,KXIP,SRH,LH,Chasing,Dubai,BALL,,3,81,
43,M12,Warner,SRH,KXIP,LH,Chasing,Dubai,BAT,35,,62,CAUGHT
43,M12,Bairstow,SRH,KXIP,RH,Chasing,Dubai,WK,19,,39,BOLD
43,M12,Manish Pandey,SRH,KXIP,RH,Chasing,Dubai,BAT,15,,15,CAUGHT
43,M12,Jason Holder,SRH,KXIP,RH,Chasing,Dubai,ALL,5,2,59,CAUGHT
43,M12,Vijay Shankar,SRH,KXIP,RH,Chasing,Dubai,ALL,26,,46,CAUGHT
43,M12,Abdul Samad,SRH,KXIP,LH,Chasing,Dubai,ALL,7,,12,CAUGHT
43,M12,Priyam Garg,SRH,KXIP,RH,Chasing,Dubai,BAT,3,,7,CAUGHT
43,M12,Rashid Khan,SRH,KXIP,RH,Chasing,Dubai,BALL,0,2,68,CAUGHT
43,M12,Sandeep Sharma,SRH,KXIP,LH,Chasing,Dubai,BALL,0,2,54,CAUGHT
43,M12,Natarajan,SRH,KXIP,LH,Chasing,Dubai,BALL,0,0,6,NO
43,M12,Khaleel Ahmed,SRH,KXIP,LH,Chasing,Dubai,BALL,0,0,12,RUNOUT
44,M11,Devdutt Padikkal,RCB,CSK,LH,Defending,Dubai,BAT,22,,30,CAUGHT
44,M11,Aaron Finch,RCB,CSK,RH,Defending,Dubai,BAT,15,,22,CAUGHT
44,M11,Virat Kohli,RCB,CSK,RH,Defending,Dubai,BAT,50,,65,CAUGHT
44,M11,AB de Villiers,RCB,CSK,RH,Defending,Dubai,WK,39,,47,CAUGHT
44,M11,Gurkeerat Singh,RCB,CSK,LH,Defending,Dubai,ALL,2,,6,NO
44,M11,W Sundar,RCB,CSK,LH,Defending,Dubai,ALL,5,,10,NO
44,M11,Chris Morris,RCB,CSK,RH,Defending,Dubai,ALL,2,1,29,BOLD
44,M11,Mohammed Siraj,RCB,CSK,RH,Defending,Dubai,BAT,,0,6,
44,M11,Navdeep Saini,RCB,CSK,RH,Defending,Dubai,BALL,,0,4,
44,M11,Moeen Ali,RCB,CSK,LH,Defending,Dubai,BALL,1,0,5,CAUGHT
44,M11,Y Chahal,RCB,CSK,RH,Defending,Dubai,BALL,,1,31,
44,M12,Rituraj Gaikwad,CSK,RCB,RH,Chasing,Dubai,BAT,65,,103,NO
44,M12,Du Plesis,CSK,RCB,RH,Chasing,Dubai,BAT,25,,51,CAUGHT
44,M12,Rayudu,CSK,RCB,RH,Chasing,Dubai,BAT,39,,50,BOLD
44,M12,MS Dhoni,CSK,RCB,RH,Chasing,Dubai,WK,19,,26,NO
44,M12,Sam Curran,CSK,RCB,LH,Chasing,Dubai,ALL,,3,79,
44,M12,Jadeja,CSK,RCB,LH,Chasing,Dubai,ALL,,0,4,
44,M12,Mitchell Santner,CSK,RCB,RH,Chasing,Dubai,BALL,,1,39,
44,M12,Deepak Chahar,CSK,RCB,RH,Chasing,Dubai,BALL,,2,54,
44,M12,Imran Tahir,CSK,RCB,RH,Chasing,Dubai,BALL,,0,4,
44,M12,Monu Kumar,CSK,RCB,RH,Chasing,Dubai,BALL,,0,2,
44,M12,Jagadeesan,CSK,RCB,LH,Chasing,Dubai,BAT,,,4,
45,M11,De Kock,MI,RR,LH,Defending,Sheikh Zayed,WK,6,,12,BOLD
45,M11,S.Yadav,MI,RR,RH,Defending,Sheikh Zayed,BAT,40,,50,CAUGHT
45,M11,Ishan Kishan,MI,RR,LH,Defending,Sheikh Zayed,WK,37,,47,CAUGHT
45,M11,Krunal Pandya,MI,RR,LH,Defending,Sheikh Zayed,ALL,3,0,5,NO
45,M11,Hardik Pandya,MI,RR,RH,Defending,Sheikh Zayed,ALL,60,,88,NO
45,M11,Kieron Pollard,MI,RR,RH,Defending,Sheikh Zayed,ALL,6,0,18,BOLD
45,M11,Pattinson,MI,RR,RH,Defending,Sheikh Zayed,BALL,,2,48,
45,M11,Rahul Chahar,MI,RR,RH,Defending,Sheikh Zayed,BALL,,0,-2,
45,M11,Boult,MI,RR,LH,Defending,Sheikh Zayed,BALL,,0,2,
45,M11,Bumrah,MI,RR,RH,Defending,Sheikh Zayed,BALL,,0,2,
45,M11,Saurabh Tiwary,MI,RR,LH,Defending,Sheikh Zayed,BAT,34,,44,CAUGHT
45,M12,Ben Stokes,RR,MI,LH,Chasing,Sheikh Zayed,ALL,107,,163,NO
45,M12,Robin Uthappa,RR,MI,RH,Chasing,Sheikh Zayed,BAT,13,,19,CAUGHT
45,M12,Steve Smith,RR,MI,RH,Chasing,Sheikh Zayed,BAT,11,,18,BOLD
45,M12,Sanju Samson,RR,MI,RH,Chasing,Sheikh Zayed,WK,54,,76,NO
45,M12,Jos Butler,RR,MI,RH,Chasing,Sheikh Zayed,WK,,,4,
45,M12,Riyag Parag,RR,MI,RH,Chasing,Sheikh Zayed,ALL,,,4,
45,M12,Rahul Tewatia,RR,MI,LH,Chasing,Sheikh Zayed,ALL,,0,4,
45,M12,Jofra Archer,RR,MI,RH,Chasing,Sheikh Zayed,BALL,,2,62,
45,M12,Shreyas Gopal,RR,MI,RH,Chasing,Sheikh Zayed,BALL,,2,54,
45,M12,Ankit Rajpoot,RR,MI,RH,Chasing,Sheikh Zayed,BALL,,0,-2,
45,M12,K Tyagi,RR,MI,RH,Chasing,Sheikh Zayed,BALL,,1,23,
46,M12,Rahul Tripathi,KKR,KXIP,RH,Defending,Sharjah,BAT,7,,13,CAUGHT
46,M12,Shubman Gill,KKR,KXIP,RH,Defending,Sharjah,BAT,57,,80,CAUGHT
46,M12,Nitish Rana,KKR,KXIP,LH,Defending,Sharjah,BAT,0,,2,CAUGHT
46,M12,Dinesh Karthik,KKR,KXIP,RH,Defending,Sharjah,WK,0,,2,CAUGHT
46,M12,Eoin Morgan,KKR,KXIP,LH,Defending,Sharjah,BAT,40,,53,CAUGHT
46,M12,Sunil Narine,KKR,KXIP,RH,Defending,Sharjah,ALL,6,0,11,BOLD
46,M12,Pat Cummins,KKR,KXIP,RH,Defending,Sharjah,BALL,1,0,5,LBW
46,M12,Varun Chakravarthy,KKR,KXIP,RH,Defending,Sharjah,BALL,2,1,31,BOLD
46,M12,Kamlesh Nagarkoti,KKR,KXIP,RH,Defending,Sharjah,BALL,6,0,10,BOLD
46,M12,Prasidh Krishna,KKR,KXIP,RH,Defending,Sharjah,BALL,0,0,12,NO
46,M12,Lockie Ferguson,KKR,KXIP,RH,Defending,Sharjah,BALL,24,1,58,NO
46,M12,KL Rahul,KXIP,KKR,RH,Chasing,Sharjah,WK,28,,52,LBW
46,M12,Mandeep Singh,KXIP,KKR,RH,Chasing,Sharjah,BAT,66,,90,NO
46,M12,Chris Gayle,KXIP,KKR,LH,Chasing,Sharjah,BAT,51,,83,CAUGHT
46,M12,Nicolas Pooran,KXIP,KKR,LH,Chasing,Sharjah,WK,2,,14,NO
46,M12,Glenn Maxwell,KXIP,KKR,RH,Chasing,Sharjah,ALL,,1,25,
46,M12,Deepak Hooda,KXIP,KKR,RH,Chasing,Sharjah,BAT,,,4,
46,M12,Chris Jordan,KXIP,KKR,LH,Chasing,Sharjah,ALL,,2,54,
46,M12,Murugan Ashwin,KXIP,KKR,RH,Chasing,Sharjah,BALL,,1,37,
46,M12,Ravi Bishnoi,KXIP,KKR,RH,Chasing,Sharjah,BALL,,2,64,
46,M12,Mohammed Shami,KXIP,KKR,RH,Chasing,Sharjah,BALL,,3,79,
46,M12,Arshdeep Singh,KXIP,KKR,LH,Chasing,Sharjah,BALL,,0,2,
47,M12,Warner,SRH,DC,LH,Defending,Dubai,BAT,66,0,106,CAUGHT
47,M12,W Saha,SRH,DC,RH,Defending,Dubai,WK,87,,115,CAUGHT
47,M12,Manish Pandey,SRH,DC,RH,Defending,Dubai,BAT,44,,54,NO
47,M12,Kane Williamson,SRH,DC,RH,Defending,Dubai,BAT,11,,24,NO
47,M12,Jason Holder,SRH,DC,RH,Defending,Dubai,ALL,,1,23,
47,M12,Vijay Shankar,SRH,DC,RH,Defending,Dubai,ALL,,1,29,
47,M12,Abdul Samad,SRH,DC,LH,Defending,Dubai,ALL,,,12,
47,M12,Shahbaz Nadeem,SRH,DC,RH,Defending,Dubai,BAT,,1,29,
47,M12,Rashid Khan,SRH,DC,RH,Defending,Dubai,BALL,,3,85,
47,M12,Sandeep Sharma,SRH,DC,LH,Defending,Dubai,BALL,,2,54,
47,M12,Natarajan,SRH,DC,LH,Defending,Dubai,BALL,,2,54,
47,M12,A Rahane,DC,KKR,RH,Defending,Dubai,BAT,26,,35,LBW
47,M12,Shikhar Dhawan,DC,KKR,LH,Defending,Dubai,BAT,0,,2,CAUGHT
47,M12,Hetmeyer,DC,KKR,LH,Defending,Dubai,BAT,16,,23,BOLD
47,M12,Shreyas Iyer,DC,KKR,RH,Defending,Dubai,BAT,7,,15,CAUGHT
47,M12,Rishabh Pant,DC,KKR,LH,Defending,Dubai,WK,36,,45,CAUGHT
47,M12,Marcus Stoinis,DC,KKR,RH,Defending,Dubai,ALL,5,0,10,CAUGHT
47,M12,Ashwin,DC,KKR,RH,Defending,Dubai,BALL,7,1,31,CAUGHT
47,M12,Axar Patel,DC,KKR,LH,Defending,Dubai,ALL,1,0,11,CAUGHT
47,M12,Rabada,DC,KKR,RH,Defending,Dubai,BALL,3,0,1,BOLD
47,M12,Nortje,DC,KKR,LH,Defending,Dubai,BALL,1,1,28,CAUGHT
47,M12,T Deshpande,DC,KKR,RH,Defending,Dubai,BALL,20,0,22,NO
48,M12,Devdutt Padikkal,RCB,MI,LH,Defending,Sheikh Zayed,BAT,74,,108,CAUGHT
48,M12,Josh Phillipe,RCB,MI,RH,Defending,Sheikh Zayed,WK,33,,43,STUMPING
48,M12,Virat Kohli,RCB,MI,RH,Defending,Sheikh Zayed,BAT,9,,11,CAUGHT
48,M12,AB de Villiers,RCB,MI,RH,Defending,Sheikh Zayed,WK,15,,22,CAUGHT
48,M12,Gurkeerat Singh,RCB,MI,LH,Defending,Sheikh Zayed,ALL,14,,28,NO
48,M12,W Sundar,RCB,MI,LH,Defending,Sheikh Zayed,ALL,10,,17,NO
48,M12,Chris Morris,RCB,MI,RH,Defending,Sheikh Zayed,ALL,4,1,48,CAUGHT
48,M12,Mohammed Siraj,RCB,MI,RH,Defending,Sheikh Zayed,BAT,,2,62,
48,M12,Shivam Dube,RCB,MI,RH,Defending,Sheikh Zayed,BALL,2,0,6,CAUGHT
48,M12,Dale Steyn,RCB,MI,LH,Defending,Sheikh Zayed,BALL,,0,0,
48,M12,Y Chahal,RCB,MI,RH,Defending,Sheikh Zayed,BALL,,2,52,
48,M12,De Kock,MI,RCB,LH,Defending,Sheikh Zayed,WK,18,,36,CAUGHT
48,M12,S.Yadav,MI,RCB,RH,Defending,Sheikh Zayed,BAT,79,,115,NO
48,M12,Ishan Kishan,MI,RCB,LH,Defending,Sheikh Zayed,WK,25,,34,CAUGHT
48,M12,Krunal Pandya,MI,RCB,LH,Defending,Sheikh Zayed,ALL,10,0,15,CAUGHT
48,M12,Hardik Pandya,MI,RCB,RH,Defending,Sheikh Zayed,ALL,17,,25,CAUGHT
48,M12,Kieron Pollard,MI,RCB,RH,Defending,Sheikh Zayed,ALL,4,1,34,NO
48,M12,Pattinson,MI,RCB,RH,Defending,Sheikh Zayed,BALL,,0,6,
48,M12,Rahul Chahar,MI,RCB,RH,Defending,Sheikh Zayed,BALL,,1,33,
48,M12,Boult,MI,RCB,LH,Defending,Sheikh Zayed,BALL,,1,35,
48,M12,Bumrah,MI,RCB,RH,Defending,Sheikh Zayed,BALL,,3,93,
48,M12,Saurabh Tiwary,MI,RCB,LH,Defending,Sheikh Zayed,BAT,5,,17,CAUGHT
49,M13,Rahul Tripathi,KKR,CSK,RH,Defending,Dubai,BAT,3,,7,NO
49,M13,Shubman Gill,KKR,CSK,RH,Defending,Dubai,BAT,26,,34,BOLD
49,M13,Nitish Rana,KKR,CSK,LH,Defending,Dubai,BAT,87,0,117,CAUGHT
